ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
626,12871,81.87,1,2.92,64.57,21,0.16,2.15,6,88.25,3,3241.65,34,3.98,173.74,Non Defect
626,9459,94.41,0,3.86,97.13,8,1.4,3.31,9,91.75,6,1841.56,41,5.71,112.57,Non Defect
626,19016,94.45,1,2.98,72.78,18,3.12,6.25,8,82.21,1,2018.95,41,5.93,250.9,Non Defect
628,17045,93.94,0,4.76,95.71,4,1.26,3.56,1,98.32,7,1711.89,44,4.39,353.32,Non Defect
629,9970,88.93,4,0.68,95.76,22,0.5,4.46,2,97.91,3,4174.35,34,5.11,165.21,Defect
629,6788,89.29,5,1.62,81.93,8,4.65,9.81,9,93.64,6,4796.32,30,8.11,480.05,Defect
630,15167,87.52,1,2.49,99.4,14,1.05,9.84,1,98.81,0,3104.49,33,7.29,216.6,Non Defect
630,9551,87.62,1,3.77,75.29,11,3.02,8.44,3,98.55,6,3549.45,23,2.74,197.77,Non Defect
630,6799,96.78,4,0.51,66.44,12,2.87,6.22,10,97.72,5,1352.1,46,4.14,151.33,Non Defect
631,5263,93.61,0,1.59,93.65,14,1.71,7.59,3,86.24,4,3637.83,49,6.55,372.41,Non Defect
631,19655,83.36,2,2.79,70.04,16,3.42,3.56,5,96.8,7,3996.7,34,1.36,199.8,Non Defect
631,15016,90.9,3,3.26,67.47,19,0.05,6.87,9,83.77,8,4010.06,11,9.78,304.54,Defect
631,14567,97.43,4,3.5,73.64,6,1.16,9.81,9,87.99,0,4536.84,37,5.06,189.91,Defect
631,7398,80.3,5,1.57,91.58,5,4.29,4.41,6,81.4,3,1721.9,19,9.23,467.06,Non Defect
633,10898,82.84,5,2.01,92.42,2,3.02,4.1,4,83.62,1,3319.57,42,7.27,167.11,Non Defect
634,13104,93.38,5,1.62,71.06,0,4.43,2.86,10,88.18,3,2782.68,29,8.92,376.99,Non Defect
635,11412,90.08,1,2.56,79.66,9,4.08,2.04,9,87.3,6,4921.22,29,9.02,108.25,Non Defect
636,18591,83.34,4,0.6,62.77,6,0.72,9.26,2,81.55,3,3447.27,49,6.88,144.68,Non Defect
636,5080,81.06,5,1.14,94.63,20,2.04,7.5,3,99.44,2,2286.62,24,9.42,191.11,Non Defect
636,8113,85.31,4,2.05,61.94,5,1.92,6.52,9,86.98,8,2684.66,38,6.67,185.28,Non Defect
636,6780,92.75,4,4.13,76.15,19,3.09,8.19,2,93.86,7,4264.91,16,2.37,344.85,Non Defect
636,7653,88.48,3,2.38,95.02,23,2.69,2.61,6,83.36,9,3377.27,20,9.87,323.83,Non Defect
636,19301,92.84,3,2.39,91.3,3,2.9,7.56,9,98.7,8,4503.1,18,8.58,265.38,Defect
636,12677,93.86,1,0.91,70.5,14,1.31,9.67,4,92.51,1,3434.17,40,2.92,453.84,Non Defect
637,6065,87.25,1,0.74,90.35,23,4,3.49,4,99.81,3,2508.74,20,4.21,355.91,Defect
637,11450,87.16,2,3.27,79.65,14,1.51,8.21,8,97.01,9,3564.92,24,7.77,209.98,Non Defect
637,13248,94.29,3,2.32,61.33,3,3.76,4.83,0,97.96,4,1539.62,14,9.41,243.37,Non Defect
637,13119,92.06,4,0.69,70.34,13,1.09,9.6,7,94.07,6,2388.66,26,5.32,480.29,Non Defect
638,7421,88.68,2,3.51,70.6,17,4,7.04,4,87.47,8,2944.77,37,8.74,280.32,Non Defect
638,10407,87.1,0,2.82,95.53,5,0.22,7.48,1,92.82,5,1652.27,48,1.93,107.84,Non Defect
638,11110,94.97,3,1.84,89.14,16,0.09,2.41,3,87.14,3,1712.61,47,3.9,235.31,Non Defect
638,13234,89.81,2,3.57,60.01,19,2.48,4.46,5,94.95,9,3193.99,46,4.91,427.57,Defect
639,8381,80.34,3,4.28,91.48,4,4.79,3.06,2,83.54,9,2648.13,16,7.22,462.96,Defect
639,11455,95.96,4,0.9,97.67,4,1.96,5.17,3,94.16,4,4831.49,50,9.47,419.73,Non Defect
640,11176,92.12,3,3.55,70.94,7,0.67,8.54,5,84.93,3,4775.54,36,9.64,444.38,Non Defect
640,17614,83.1,0,1.43,91.37,17,1.2,5.02,5,87.07,9,3485.54,15,8.62,134.99,Non Defect
641,16705,85.39,3,2.78,60.68,2,0.08,7.23,2,87.18,7,1750.17,25,3.15,262.14,Non Defect
641,11333,82.82,0,4.16,68.05,13,3.74,5.17,0,95.12,2,1205.6,19,2.08,447.77,Non Defect
642,6381,88.85,4,3.06,75.39,13,4.62,9.37,6,82.39,0,3526.79,30,7.11,474.89,Non Defect
642,10900,83.4,3,2.89,61.29,20,0.77,7.46,10,95.82,7,1093.14,29,8.22,219.76,Non Defect
643,14380,89.65,0,1.62,73.26,13,2.59,4.97,3,91.2,3,4567.53,17,3.41,440.1,Non Defect
643,17562,84.12,4,1.93,60.3,7,0.93,9.26,1,95.46,6,1452.17,42,8.59,239.56,Defect
644,17984,85.32,4,1.63,61.53,6,3.43,8.19,7,97,3,1538.51,17,1.72,463.23,Non Defect
645,9983,87.52,5,3.56,86.95,6,3.79,9.78,1,99.85,0,3289.86,33,2.04,426.99,Defect
645,19283,83.95,4,4.26,74.36,4,3.08,7.54,7,95.68,2,3409.88,43,3.62,189.27,Non Defect
645,9224,97.65,3,2.28,89.43,21,1.2,4.75,2,95.46,3,2456.84,31,6.78,445.94,Non Defect
645,11673,85.97,0,3,83.7,12,2.15,3.38,1,97.54,0,1328.97,42,5.75,266.15,Non Defect
646,19052,91.15,0,1.84,67.4,2,1.4,9.51,6,99.84,3,4978.51,14,2.45,453.64,Non Defect
646,5685,89.17,2,0.76,78.36,17,2.4,6.6,2,81.75,7,4845.74,44,6.74,328.35,Non Defect
646,9358,93.69,5,3.91,68.69,8,3.56,9.92,7,93.21,9,3365.36,44,3.9,310.76,Non Defect
646,13075,84.93,2,3.77,65.73,9,3.84,7.66,2,80.96,8,3903.87,22,6.94,490.07,Defect
647,11107,99.99,5,3.7,66.78,6,2.66,2.1,7,90.15,9,1777.43,12,9.99,431.28,Non Defect
647,14728,87.65,3,3.85,73.29,16,0.38,4.06,1,96,3,1565.29,17,9.08,488.37,Defect
647,15163,93.54,1,0.84,90.61,2,4.69,9.05,6,91.04,3,4710.78,20,5.58,426.12,Non Defect
647,12389,94.2,1,4.35,84.56,20,1.68,6.48,2,87.33,1,4303.21,21,7.65,494.75,Non Defect
647,7089,97.07,4,2.76,74.58,1,3.17,9.77,3,80.84,8,4970,31,5.79,422.49,Non Defect
648,15509,93.32,2,4.45,87.61,6,1.72,8.33,1,93.55,1,4518.42,10,3.06,493.16,Non Defect
649,8881,88.35,0,0.73,82.62,11,1.33,3.42,1,92.35,1,3446.02,35,8.07,412.14,Non Defect
649,17577,96.6,0,4.96,61.65,7,1.65,4.57,3,97.8,8,3575.61,46,2.14,357.92,Non Defect
649,14158,91.03,0,1.99,96.13,18,4.64,2.64,6,92.59,7,2468.64,16,7.08,174.8,Non Defect
649,7143,82.61,3,1.6,70.3,0,1.93,5.34,4,99.83,6,3174.67,45,5.74,222.91,Non Defect
649,16134,88.41,1,1.99,84.24,0,2.29,2.69,4,85.1,1,2386.9,12,2.99,242.24,Non Defect
649,15004,81.71,5,2.81,89.08,16,1.77,4.91,4,98.07,2,3486.43,12,4.95,163.84,Non Defect
650,8190,86.19,2,1.08,67.48,9,3.41,7.38,9,82.4,5,2597.64,43,5.02,186.4,Non Defect
650,18205,87.09,3,0.58,63.03,15,0.41,5.47,2,87.16,5,2732.17,48,3.42,178.89,Non Defect
650,5438,84.78,4,2.37,66.42,20,4.93,9.76,3,85.78,4,3398.82,42,6.49,236.45,Non Defect
650,12260,94.4,4,3.12,95.44,12,3.18,5.64,2,91.42,3,1844.77,49,8.86,121.79,Non Defect
651,14886,83.22,3,0.85,92.09,20,0.91,4.55,8,84.69,0,3632.87,35,7.42,261.78,Non Defect
651,15135,86.86,3,4.32,98.58,19,4.86,6.35,9,96.39,1,4514.37,11,5.78,163.59,Non Defect
651,7228,89.9,3,4.62,94.24,7,2.78,6.5,5,82.7,5,3992.7,37,4.92,266.8,Defect
652,9980,87.05,1,4.44,88.69,17,4.58,8.67,4,90.38,8,4142.28,40,2.18,232.64,Non Defect
652,14976,91.78,1,0.76,95.82,0,3.71,7.47,10,85.5,9,4865.31,33,7.52,269.13,Non Defect
652,11776,97.01,2,4.42,81.68,12,2.93,8.66,8,86.66,6,4236.72,19,3.75,289.11,Non Defect
653,8764,86.86,0,1.25,63.74,15,4.25,5.7,3,90.64,7,3874.84,45,10,357.59,Defect
653,14626,81.95,1,1.76,65.08,2,2.24,3.47,1,81.39,8,3770.2,28,5.44,139.46,Non Defect
653,6539,82.52,5,0.57,62.31,6,3.95,4.55,0,86.99,5,4800.85,37,7.28,471.72,Non Defect
653,16470,83.96,0,3.01,82.18,6,2.31,7.21,2,91.86,7,1072.76,25,2.27,166.5,Non Defect
653,7060,90.71,1,3.77,75.31,18,0.23,7.35,10,86.42,4,2832.14,43,5.23,221.52,Non Defect
653,16909,85.78,5,3.58,86.5,4,4.09,2.89,9,92.4,0,4214.9,30,9.36,313.25,Defect
653,14348,84.82,5,2.4,75.04,18,4.49,5.71,1,90.27,8,3774.42,30,9.34,226.35,Non Defect
655,14638,94.77,5,1.28,76.33,12,1.91,7.36,8,95.8,3,4245.72,29,6.53,374.4,Non Defect
655,18194,90.18,4,2.69,73.29,6,1.15,8.07,4,90.95,9,1426.97,35,3.64,171.37,Non Defect
655,17705,99.71,4,3.73,91.99,23,2.25,7.49,8,85.66,4,1122.01,12,1.87,479.83,Non Defect
655,5149,84.97,5,1.1,93.4,7,3.02,7.87,7,93.3,6,4728.56,43,7.51,470.37,Non Defect
655,19564,92.61,3,0.66,88.67,22,3.28,7.47,9,81.25,0,1471.2,37,9.05,217.54,Non Defect
656,7471,97.75,3,4.34,81.81,18,1.07,2.84,9,89.38,4,1684.66,28,7.82,273.8,Non Defect
656,19372,90.68,4,0.95,77.46,11,1.91,4.86,2,96.64,7,1550.51,14,7.41,222.73,Non Defect
656,15972,89.73,1,3.37,95.21,2,4.66,2.63,9,88.32,5,4351.66,16,2.19,291.08,Defect
657,18762,81.44,0,2.19,87.38,12,3.78,6.35,4,93.29,3,1028.17,41,1.15,174.73,Non Defect
657,7324,97.49,0,2.08,77.52,17,4.59,5.93,2,99.56,7,1652.84,32,6.29,345.55,Defect
657,8023,96.85,3,3.48,73.39,7,4.78,2.53,2,90.42,8,2567.87,19,3.68,191.66,Non Defect
658,11504,85.73,0,3.04,82.51,21,1.33,3.64,5,83.18,6,2975.17,35,1.63,417.81,Non Defect
658,13469,80.01,1,4.28,69.83,19,0.35,3.79,7,92.24,0,1013.44,17,2.13,483.75,Non Defect
659,18326,94.95,3,0.68,64.56,11,3.05,3.58,7,93.8,3,2276.86,20,2.52,248.94,Defect
659,7796,91.54,2,1.84,72.48,4,1.36,6.57,10,90.06,3,1724.78,42,4.94,358.79,Defect
660,13313,91.51,5,1.54,78.94,4,4.48,3.72,3,98.53,7,4314.24,19,8.93,273.46,Non Defect
660,14893,91.63,0,4.35,82.95,22,4.15,5.59,4,89.54,6,4550.31,24,8.52,396.83,Defect
660,9683,97.53,4,0.93,73.52,15,1.71,9.34,4,92.72,5,2633.95,43,1.37,217.21,Defect
660,12132,96.03,3,0.96,73.44,18,4.57,9.42,9,90.3,6,4377.96,24,5.13,269.49,Non Defect
660,13076,91.37,3,3.98,96.03,6,3.86,4.26,10,87.4,5,3388.77,11,2.03,176.75,Non Defect
660,12987,82.16,3,3.34,66.67,18,1.16,4.43,3,81.77,1,4654.66,33,1.99,206.9,Non Defect
661,15615,98.71,5,3.42,87.96,7,3.8,2.12,6,83.57,3,2910.34,11,5.54,454.14,Non Defect
661,17992,91.41,1,3.75,65.68,7,1.72,3.13,1,83.77,1,1786.98,37,1.54,143.95,Non Defect
661,5624,92.16,1,1.42,69.36,3,4.45,6.32,9,91.05,4,2786.67,33,2.28,309.47,Non Defect
661,17431,96.06,4,2.72,80.96,15,3.37,10,8,95.33,1,1170.49,19,7.51,139.45,Non Defect
662,9584,86.19,1,2.09,66.98,21,2.81,4.54,8,95.8,8,2510.27,12,9.98,453.23,Non Defect
662,13875,90.08,4,4.43,74.1,5,0.67,5.47,2,94.58,4,2620.09,31,4.14,137.03,Non Defect
662,8070,99.78,4,4.25,95.83,10,3.48,7.98,8,99.53,9,4232.98,23,7.54,108.21,Non Defect
662,7482,98.43,5,1.79,67.99,19,0.07,7.85,10,80.38,8,2629.92,34,7.12,145.75,Defect
663,15618,81,5,3,99.91,19,1.79,6.94,8,97.15,8,1809.3,32,8.1,498.23,Non Defect
663,7282,88.11,4,4.07,98.62,18,0.14,9.11,2,90.19,6,2959.4,26,1.93,458.38,Defect
663,6077,92.75,1,4.33,73.13,21,0.57,2.77,6,92.42,5,4104.35,28,4.82,169.94,Non Defect
663,18536,96.12,4,1.63,96.44,8,0.61,4.99,1,96.49,7,1634.13,45,6.89,342.5,Non Defect
663,14385,88.51,1,3.91,98.68,5,2.35,8.77,4,86.26,5,3989.65,15,2.32,202.82,Non Defect
663,12336,92.76,3,1.6,86.89,22,2.4,3.48,6,86.8,9,2256.15,21,5.6,133.38,Defect
664,13422,91.31,3,4.37,75.83,23,3.47,9.12,5,96.46,2,3285.34,39,4.5,425.52,Non Defect
664,7007,92.6,4,3.26,61.99,5,3.57,6.37,1,89.86,9,1547.34,30,1.32,194.91,Non Defect
664,19660,95.18,2,1.46,70.76,22,1,7.97,9,98.89,4,3007.56,33,4.6,286.18,Non Defect
665,9923,98.76,5,3.88,83.34,11,2.99,2.36,10,96.39,7,3625.91,15,4.36,343.25,Non Defect
665,7434,87.69,0,1.09,69.79,23,0.86,9.64,8,81.39,0,3826.53,14,8.37,179.87,Non Defect
665,10919,94.72,2,3.62,88.06,1,0.78,3.56,3,87.08,9,3722.45,14,9.19,367.49,Non Defect
665,5354,96.22,0,3.22,74.77,0,4.99,2.46,9,87.24,7,4395.97,20,3.12,367.03,Non Defect
666,19945,98.18,1,4.55,70.17,17,4.16,4.68,8,89.21,6,2038.94,33,4.85,409.54,Non Defect
666,9817,85.37,2,4.45,91.82,1,2.56,8.13,1,87.27,7,4212.74,16,8.47,230.97,Non Defect
666,19934,90.87,1,1.37,91.14,1,1.81,5.45,8,94.32,7,2584.59,30,9.51,179.13,Non Defect
667,10602,99.18,2,3.16,67.24,16,0.79,5.6,8,81.62,8,2620.34,40,4.47,313.04,Defect
668,16230,81.87,3,4.53,78.74,22,2.51,2.04,7,95.25,0,2582.36,40,6.7,282.32,Non Defect
668,8273,99.16,2,3.94,65.22,2,0.67,8.82,7,98.63,2,1055.95,47,1.95,267.33,Non Defect
669,11327,85.5,1,3.16,99.46,0,1.03,3.3,9,86.92,7,3165.27,17,4.04,230.33,Defect
669,15094,88.43,4,1.65,79.56,13,1.84,9.63,1,82.32,3,3547.91,16,7.23,460.08,Non Defect
669,10621,91.31,0,3.86,68.93,3,0.86,8.47,7,82.87,5,3747.85,43,2.76,416.8,Non Defect
669,18291,81.01,0,1.61,91.15,11,3.75,6.51,6,83.59,4,3601.83,22,2.46,230.91,Non Defect
670,16409,98.86,2,4.81,69.75,14,1.66,2.31,0,95.54,3,2956.09,11,4.59,423.66,Non Defect
670,15995,83.83,4,2.68,72.2,18,3.1,9.08,4,99.31,0,2261.05,46,6.54,298.09,Non Defect
670,7523,96.09,3,0.9,99.87,8,0.08,6.7,3,85.4,8,3569.51,42,3.91,156.81,Non Defect
670,18190,81.32,3,0.85,63.96,23,0.89,5.97,9,84.35,8,2147.9,35,7.34,300.9,Non Defect
671,11905,84.22,2,3.23,95.8,18,3.64,9.55,4,82.04,2,4618.77,30,1.78,242.71,Defect
671,10568,88.76,0,1.25,69.81,10,1.2,6.39,3,89.38,3,4086.39,24,6.67,192.12,Non Defect
671,14997,94.85,1,4.84,94.81,13,4.27,8.4,8,96.95,8,1165.37,43,9.23,295.91,Defect
671,7403,95.41,1,1.75,83.06,3,4.8,5.21,3,93.61,7,2580.99,33,5.24,406.71,Non Defect
671,14521,85.79,2,2.67,77.84,13,3.98,6.8,6,93.01,4,1560.3,47,2.27,191.8,Defect
672,18815,93.84,4,0.67,87.34,13,1.54,9.18,6,89.27,0,3860.49,40,2.8,313.28,Non Defect
672,8895,98.65,1,1.12,61.77,9,4.18,2.02,2,92.56,5,1293.88,25,8.47,158.68,Non Defect
673,11166,89.61,5,1.35,97.01,10,0.42,6.59,0,99.32,9,4491.3,47,1.36,201.95,Non Defect
673,9953,97.88,3,3.9,90.61,19,2.95,7.47,2,92.9,1,4550.29,21,2.89,271.32,Non Defect
673,7322,92.95,0,2.47,73.76,18,2.01,3.75,10,86.31,4,2593.65,21,4.57,142.16,Non Defect
673,12366,97.77,0,1.24,65.63,9,1.31,7.78,1,88.57,0,4555.27,13,3.23,355.42,Non Defect
673,6648,85.67,3,2.99,84.52,16,1.54,5.25,6,89.13,3,3331.29,21,2.01,107.9,Non Defect
673,6346,90.78,4,2.1,88,4,1.64,8.93,10,94.53,8,3088.67,23,1.41,328.53,Defect
674,6722,97.82,3,3.32,63.12,15,0.43,2.93,2,92.72,7,3447.72,48,6.23,131.03,Defect
674,15938,89.19,3,2.37,66.87,2,3.5,9.07,6,81.21,5,1937.8,29,3.77,406.13,Non Defect
674,8749,85.25,3,4.56,92.3,7,4.52,7.69,1,83.59,1,3551.67,10,8.86,356.16,Defect
674,14925,94.26,5,2.61,69.62,22,3.42,4.11,6,86.43,3,2071.64,29,5.96,426.84,Defect
674,13499,81.57,4,4.25,92.8,6,4.87,6.67,7,93.01,8,2034.55,47,7.28,152.08,Defect
674,15057,81.46,4,3.31,80.09,6,1.72,8.76,7,90.97,1,3735.07,25,5.3,347.15,Non Defect
675,6241,98.77,4,1.55,74.36,22,3.95,7.74,7,92.95,9,3309.7,42,8.13,125.79,Non Defect
675,13799,99.78,5,2.42,97.46,15,4.26,2.32,4,95.27,1,4265.62,50,1.9,355.88,Non Defect
676,19341,99.83,2,0.78,61.62,5,3.45,4.92,5,83.01,0,4956.95,40,5.18,128.58,Non Defect
676,14929,94.97,3,1.54,90.1,16,1.52,7.35,4,98.37,0,1255.85,44,1.1,457.83,Non Defect
677,8020,89.54,5,3.35,80.82,5,2.67,7.43,9,93.3,8,3554.02,23,8.03,229.6,Non Defect
677,7874,86.77,4,3.32,90.88,2,1.67,5.87,3,99.6,6,4616.52,28,2.95,165.04,Non Defect
677,10472,96.73,0,4.03,77.65,14,0.71,5.71,2,99.98,3,1343.51,16,4.74,225.6,Non Defect
677,10622,94.63,1,3.46,71.6,0,2.6,6.37,5,99.95,3,2390.21,38,9.15,146.97,Non Defect
677,9370,88.21,1,2.24,71.88,17,0.84,2.99,4,93.99,5,2946.68,25,1,447.11,Non Defect
678,12585,91.24,4,4.06,86.78,23,2.9,5.43,8,89.07,6,1933.9,37,1.88,379.53,Non Defect
678,16435,86.93,3,1.8,82.14,11,0.42,7.81,4,81.46,2,4539.21,49,6.33,252.23,Non Defect
679,13742,88.93,1,2.35,85.45,6,3.46,5.31,1,96.49,4,2041.35,36,8.61,175.96,Non Defect
679,9314,83.48,1,0.67,75.69,8,3.03,4.36,3,93.71,5,3740.49,10,5.88,425.79,Non Defect
679,10438,90.4,5,3.82,96.88,9,4.49,2.87,10,84.49,9,2799.46,47,5.5,272.55,Non Defect
679,19648,98.12,5,0.95,91.6,2,0.9,4.48,4,93.9,2,2213.76,19,4.03,142.26,Non Defect
679,9681,80.64,3,1.96,76.37,8,1.22,9.54,6,83.99,8,3020.21,36,2.75,374.84,Non Defect
679,19022,87.95,5,2.43,71.91,23,4.39,5.53,5,80.11,3,3253.25,41,2.83,301.9,Non Defect
680,7312,83.52,1,3.95,65.73,3,2.33,8.56,1,89.1,7,4225.22,40,7.82,182.08,Defect
680,8004,84.19,2,2.65,78.87,23,3.95,5.28,9,80.99,5,2105.72,23,7.1,378.12,Non Defect
680,8102,88.27,4,1.45,63.88,8,3.79,7.05,2,83.74,0,4299.91,14,3.2,427.53,Non Defect
680,5014,85.9,1,2.64,92.5,7,2.23,3.16,4,99.62,6,3816.28,48,2.85,336.15,Defect
681,15568,91.38,4,2.19,78.08,21,2.6,6.54,10,88.25,6,2040.37,35,7.37,442.76,Non Defect
682,6317,90.36,4,3,66.27,13,0.06,4.24,7,80.39,8,1842.73,35,5.91,199.99,Non Defect
683,14880,90.09,1,1.99,83.47,10,4.35,2.48,1,80.09,2,2426.97,36,8.83,420.84,Non Defect
683,15069,86.41,3,4.16,61.02,5,3.93,4.14,5,93.8,6,4136.99,43,5.14,200.58,Non Defect
683,15108,95.79,4,1.97,60.21,1,2.83,2.29,9,93.62,1,4634.58,14,3.8,291.95,Non Defect
683,15123,81.13,5,3.54,92.62,9,1.45,4.2,6,81.8,8,1962.8,27,3.25,177.1,Non Defect
684,18269,80.62,0,1.46,90.97,4,1.34,8.81,4,88.51,1,3110.88,10,2.67,224.82,Defect
684,14627,96.25,0,4.18,77.19,1,2.13,5.75,10,97.48,8,1662.41,41,2.07,215.75,Non Defect
684,7656,92.85,4,2.68,98.35,0,0.68,8.89,1,83.67,0,3671.88,28,3,374.99,Defect
685,14341,87.57,3,0.64,82.62,21,1.87,5.29,3,90.94,0,2065.43,13,9.87,268.45,Non Defect
685,11397,86.82,0,1.34,75.71,8,3.63,8.3,6,95.63,3,2085.77,27,4.6,283.92,Non Defect
686,6689,99.09,4,2.24,85.84,21,5,9.98,0,85.93,6,1462.1,45,3.21,381.51,Non Defect
687,9700,91.73,5,4.85,95.08,1,3.03,3.64,1,84,6,3582.89,42,5.34,290.03,Non Defect
687,13767,80.56,2,1.02,83.3,6,0.97,9.36,7,88.23,4,1689.86,11,5.33,378.35,Non Defect
687,7512,95.86,3,3.26,62.76,7,0.63,2.67,0,96.02,3,4960.03,21,5.65,149.74,Non Defect
687,5205,81,3,1.96,96.2,3,3.24,8.85,5,85.86,1,2005.28,43,2.14,167.82,Non Defect
687,9449,86.53,0,1.74,86.25,6,0.52,4.99,7,99.67,6,3344.68,39,3.08,201.48,Non Defect
688,5589,95.4,3,1.05,88.61,6,1.37,2.6,7,91.01,7,1474.68,23,2.02,418.38,Non Defect
688,14014,83.37,5,4.66,91.68,22,4.57,2.43,1,89.87,4,2567.11,26,6.54,296.26,Non Defect
688,19351,92.43,5,1.52,96.24,10,0.54,8.38,7,85.57,7,1661.16,47,1.47,158.12,Non Defect
688,18696,87.56,4,4.27,71.64,23,0.03,3.21,2,86.24,8,3761.84,13,2.51,412.9,Non Defect
689,11485,88.13,1,3.77,81.46,10,0.61,2.03,5,89.82,9,4249.62,30,3.6,367.81,Non Defect
689,10650,80.27,2,1.28,85.01,8,2.57,7.33,3,82.93,4,4886.93,30,1.19,438.62,Non Defect
689,10696,94.84,0,1.52,95.02,19,2.08,7.18,9,99.74,4,2322.61,14,3.48,445.88,Defect
690,16907,81.89,0,2.7,77.44,20,1.03,9.47,6,86,5,4635.54,23,5.53,478.4,Non Defect
690,9615,87.48,4,1.52,77.56,13,3.55,7.45,5,85.26,1,3603.86,45,7.15,148.29,Non Defect
691,16889,91.56,5,2.35,86.23,3,3.33,4.62,1,95.95,6,3558.57,18,4.14,453.84,Non Defect
691,11396,87.93,0,3.93,98.98,4,3.87,6.03,10,84.18,6,4890.58,16,3.88,427.17,Non Defect
691,13104,81.69,3,1.82,85.12,14,3.54,4.23,8,81.01,8,2779.78,42,4.52,291.39,Non Defect
692,19349,93.83,5,3.04,64.92,1,2.22,8.06,5,97.19,1,1506.36,43,8.01,167.76,Defect
692,7305,95.45,5,1.29,93.74,12,4.33,7.24,8,91.87,7,1204.06,39,6.76,103.82,Non Defect
692,14192,93.79,0,2.45,93.48,1,1.68,6.44,9,88.02,0,3124.34,39,6.96,476.36,Non Defect
693,15616,89.71,5,1.67,91.56,0,2.52,6.89,1,96.21,4,1151.48,41,9.09,309.48,Non Defect
693,8562,88.32,2,4.8,67.83,5,4.07,2.95,8,93.53,8,3495.7,46,2.89,109.08,Non Defect
693,6925,82.01,1,2.82,97.85,7,4.25,8.7,9,96.63,8,2536.19,12,2.19,158.52,Non Defect
693,6091,90.35,3,0.75,74,4,4.87,2.04,3,86.38,3,4118.14,47,7.67,287.7,Non Defect
693,6461,85.15,2,0.99,83.5,2,3.29,6.15,2,92.29,6,4359.97,18,2.95,235.7,Non Defect
693,13534,94.61,3,1.34,96.25,4,0.98,9.43,2,98.87,8,3236.91,15,7.09,296.04,Non Defect
694,19167,99.63,2,3.44,77.31,16,4.95,7.41,8,96.35,5,1012.03,12,9.85,232.32,Non Defect
695,9215,99.63,3,4.08,95.56,20,4.74,9.38,7,94.6,3,3600.79,17,9.11,236.44,Non Defect
695,5938,84.8,5,4.42,95.25,17,4.76,6.72,0,89.25,8,4714.7,34,4.9,304.07,Non Defect
696,9537,82.73,4,0.79,91.48,12,0.01,9.13,3,95.17,0,4607.52,16,1.3,386.93,Non Defect
697,7479,92.31,2,4.35,83.88,20,3.31,8.13,2,96.44,2,1415.67,23,5.65,329.43,Non Defect
697,8612,87.47,0,1.35,65.74,3,2.48,3.61,1,83.36,5,4194.71,41,9.04,435.86,Defect
698,7209,98.12,4,2.8,94.58,0,2.47,7.53,1,85.02,8,3622.37,47,8.76,360.28,Non Defect
698,19540,96.15,5,4.98,82.63,11,3.99,8.17,2,80.68,9,4618.65,29,3.08,190.95,Non Defect
700,6395,99.69,3,4.11,61.39,12,0.11,6.55,0,88.5,3,3809.98,30,5.86,474.37,Non Defect
700,14044,97.02,0,2,69.62,1,2.56,9.69,7,95.65,2,3231.78,38,5.64,367.06,Non Defect
700,6581,86.29,3,2.54,97.32,11,4.42,5.16,5,83.14,0,1061.36,38,1.55,313.59,Non Defect
700,11145,81.87,0,4.59,60.64,12,4.92,8.23,5,88.95,2,3374.03,26,1.99,331.32,Non Defect
701,17067,97.49,4,3.5,61.61,21,2.78,2.57,1,93.47,9,4591.41,11,3.97,473.9,Non Defect
701,17067,95.1,2,0.52,97.56,9,1.16,4.79,0,80.87,3,1608.92,50,4.16,439.39,Non Defect
701,19567,93.08,2,4.39,61.52,12,1.99,4.78,1,91.5,9,1112.82,15,4.83,301.08,Non Defect
701,13321,91.84,1,1.31,61.45,12,0.89,7.6,2,85.25,1,1944.88,15,2.5,413.43,Defect
703,15324,94.83,1,0.7,77.52,1,4.72,6.44,4,91.44,9,1755.86,27,8.84,497.64,Non Defect
703,17100,88.15,3,3.55,92.15,19,1.18,8.15,10,92.08,8,4306.51,44,3.83,108.86,Non Defect
703,7752,84.24,4,4.66,60.42,13,0.75,2.64,8,80.19,1,1000.72,44,3.33,460.08,Non Defect
703,14293,95.14,0,3.25,99.05,7,2.18,7.25,3,94.01,1,3696.32,10,1.52,408.7,Defect
703,9023,80.94,1,1.95,68.18,20,3.9,4.35,5,87.04,2,4068.62,43,7.64,417.32,Non Defect
704,10381,83.5,2,0.91,88.28,22,1.19,2.96,8,86.21,7,1779.6,35,8.99,351.85,Non Defect
704,7343,88.6,3,4.26,66.91,22,3.53,3.42,6,89.3,8,3419.98,46,2.06,253.59,Non Defect
704,6189,82.39,1,2.39,99.76,4,0.51,5.73,1,87.77,2,3376.27,28,6.53,316.76,Non Defect
704,17489,85.13,1,2.85,99.32,18,3.1,6.48,8,94.84,3,4676.78,48,3.91,239.36,Non Defect
705,19201,94.47,4,1.82,89.64,13,0.57,4.37,3,86.08,0,4706.86,16,6.61,409.91,Non Defect
705,17345,86.77,3,2.62,84.36,11,1.22,7.58,7,98.8,3,1917.18,29,9.26,421.79,Non Defect
